Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
The Heart Is a Lonely Hunter	1968	tt0063050	manual	Golden_Globes	1969	Golden Globe: Most Promising Newcomer - Female	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; deaf-hearing relationship; disability; drama; friendship			A deaf man becomes the guardian of his disabled friend, is frequently confided in by hearing characters
The Heart Is a Lonely Hunter	1968	tt0063050	manual	National_Society_of_Film_Critics	1969	NSFC Award: Best Actor	FALSE	Tied with George C. Scott for Petulia (1968) in 2nd place.	DMDb; Sign on Screen; IMDb Deaf Characters; Hollywood Speaks	Movies with No Deaf Actors | Leading Roles; Movies			deaf character inspires hearing character’s self-actualisation; deaf victim/witness; deaf-hearing relationship; disability; drama; friendship			A deaf man becomes the guardian of his disabled friend, is frequently confided in by hearing characters
The Hunger Games: Catching Fire	2013	tt1951264	manual	Golden_Globes	2014	Golden Globe: Best Original Song - Motion Picture	FALSE	"Song: ""Atlas"""	Sign on Screen				action; adapting to deafness; apocalypse; deafened soldier; hearing aid			Post-apocalyptic action franchise in which the protagonist Katniss (Jennifer Lawrence) is deafened in one ear; she receives a hearing aid from the Capitol after the second games
The Hunger Games: Mockingjay Part I	2014	tt1951265	manual	Golden_Globes	2015	Golden Globe: Best Original Song - Motion Picture	FALSE	"Song: ""Yellow Flicker Beat"""	Sign on Screen				action; adapting to deafness; apocalypse; deafened soldier; hearing aid			Post-apocalyptic action franchise in which the protagonist Katniss (Jennifer Lawrence) is deafened in one ear; she receives a hearing aid from the Capitol after the second games
The Miracle Worker	1962	tt0056241	auto	NBR	1962	NBR Award: Best Actress	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	NBR	1962	NBR Award: Top Ten Films	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Academy_Awards	1963	Oscar: Best Actress in a Leading Role	TRUE	Anne Bancroft was not present at the awards ceremony. Joan Crawford accepted the award on her behalf.	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Academy_Awards	1963	Oscar: Best Actress in a Supporting Role	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Academy_Awards	1963	Oscar: Best Costume Design, Black-and-White	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Academy_Awards	1963	Oscar: Best Director	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Academy_Awards	1963	Oscar: Best Writing, Screenplay Based on Material from Another Medium	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	BAFTA	1963	BAFTA Film Award: Best Film from any Source	FALSE	USA.	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	BAFTA	1963	BAFTA Film Award: Best Foreign Actress	TRUE	USA.	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Golden_Globes	1963	Golden Globe: Best Actress - Drama	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Golden_Globes	1963	Golden Globe: Best Motion Picture - Drama	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Golden_Globes	1963	Golden Globe: Best Supporting Actress	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Miracle Worker	1962	tt0056241	auto	Golden_Globes	1963	Golden Globe: Most Promising Newcomer - Female	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies			accessibility; deafblind character; disability; 'hearing saviour'; hearing teacher; Helen Keller; learning sign; school/university setting			Adaptation of the play about Deafblind woman Helen Keller's life
The Shape of Water	2017	tt5580390	auto	LAFCA	2017	LAFCA Award: Best Actress	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	LAFCA	2017	LAFCA Award: Best Cinematography	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	LAFCA	2017	LAFCA Award: Best Director	TRUE	Tied with Luca Guadagnino for Call Me by Your Name (2017).	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	LAFCA	2017	LAFCA Award: Best Music	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	LAFCA	2017	LAFCA Award: Best Production Design	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Venice_Film_Festival	2017	Golden Lion: Best Film	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Venice_Film_Festival	2017	Future Film Festival Digital Award	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Venice_Film_Festival	2017	Soundtrack Stars Award: Best Soundtrack	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Venice_Film_Festival	2017	CICT-UNESCO C. Smithers Foundation Award	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Motion Picture of the Year	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Performance by an Actress in a Leading Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Performance by an Actor in a Supporting Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Performance by an Actress in a Supporting Role	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Directing	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Original Screenplay	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Cinematography	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Film Editing	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Production Design	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Costume Design	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Music Written for Motion Pictures (Original Score)	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Sound Mixing	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Academy_Awards	2018	Oscar: Best Achievement in Sound Editing	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Film	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Leading Actress	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Supporting Actress	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Screenplay (Original)	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Cinematography	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Editing	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Production Design	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Costume Design	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Original Music	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Sound	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	BAFTA Film Award: Best Achievement in Special Visual Effects	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	BAFTA	2018	David Lean Award for Direction	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Motion Picture - Drama	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Performance by an Actress in a Motion Picture - Drama	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Performance by an Actress in a Supporting Role in a Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Performance by an Actor in a Supporting Role in a Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Director - Motion Picture	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Screenplay - Motion Picture	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	Golden_Globes	2018	Golden Globe: Best Original Score - Motion Picture	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	National_Society_of_Film_Critics	2018	NSFC Award: Best Actress	TRUE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Shape of Water	2017	tt5580390	auto	National_Society_of_Film_Critics	2018	NSFC Award: Best Supporting Actor	FALSE	None	DMDb; Sign on Screen; IMDb Deaf Movies	Movies with No Deaf Actors | Leading Roles; Movies			nonverbal character			The main character of this sci-fi romance is a nonverbal hearing signing character played by able-bodied actor Sally Hawkins
The Silent Child	2017	tt6186970	auto	Academy_Awards	2018	Oscar: Best Live Action Short Film	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies	Shorts with Deaf Actors | Leading Roles; Shorts	Maisie Sly		deaf actor; deaf child; deaf child hearing parent; deaf director; deaf writer/producer; oralism (repression of sign)		A deaf girl named Libby lives in a world of silence until a caring social worker teaches her to use sign language to communicate.	Oscar-winning short in which a hearing woman tutors a young deaf girl in British Sign Language (BSL) despite her hearing family's reticence 
The Sound of Metal	2019	tt5363618	auto	Toronto_International_Film_Festival	2019	Platform Prize	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	LAFCA	2020	LAFCA Award: Best Actor	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	LAFCA	2020	LAFCA Award: Best Supporting Actor	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Motion Picture of the Year	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Performance by an Actor in a Leading Role	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Performance by an Actor in a Supporting Role	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Original Screenplay	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Achievement in Film Editing	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	Academy_Awards	2021	Oscar: Best Sound	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	BAFTA	2021	BAFTA Film Award: Best Leading Actor	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	BAFTA	2021	BAFTA Film Award: Best Supporting Actor	FALSE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
The Sound of Metal	2019	tt5363618	auto	BAFTA	2021	BAFTA Film Award: Best Editing	TRUE	None	Sign on Screen; IMDb HoH; IMDb Deaf Characters				adapting to deafness; cochlear implant; deaf musician/dancer; deaf-hearing relationship; deafened by sound exposure; drama; hearing actor in deaf role; lipreading, inc. magical; learning sign; music		A drummer begins to experience hearing loss. Hearing actor Riz Ahmed plays a drummer with hearing loss, Deaf actress Lauren Ridloff plays a teacher who helps him learn ASL.	Drama in which a heavy metal drummer progressively loses his hearing; while learning American Sign Language (ASL) he saves for a cochlear implant
