Deaf DB: Title (auto)	Deaf DB: Year (auto)	IMDb ID used	IMDb ID source	Award	Award year	Category	Winner	Notes	Sources	DMDb: Category	DMDb: Deaf Actor	DMDb: Deaf Director	SoS: Tags	Wikipedia: Description	IMDb HoH: Description	SoS: Summary
Ballad of a White Cow	2020	tt11773484	manual	Berlin_Film_Festival	2021	Competition Audience Award	FALSE	None	Sign on Screen				crime/mystery; deaf child; deaf child hearing parent; deaf victim/witness; drama; grief			Woman with a deaf daughter discovers her husband was innocent of the crime he was executed for
Bangkok Dangerous	2000	tt0263101	auto	Toronto_International_Film_Festival	2000	International Critics' Award (FIPRESCI)	TRUE	This fiercely assured first feature film marks the emergence of not only its twin directors but of their country, Thailand. Beautifully crafted, with a deft eye on the sights and sounds of Bangkok, the film shows a love and appreciation of the poetics of cinema, and of violence.	DMDb; Sign on Screen; IMDb Deaf Movies; IMDb Deaf Characters	Movies with No Deaf Actors | Leading Roles; Movies			action; deaf villain/suspect; thriller			Action film about a deaf hitman and his partner in Bangkok
Batman Forever	1995	tt0112462	manual	Academy_Awards	1996	Oscar: Best Cinematography	FALSE	None	Wikipedia					In this superhero sequel, a bank security guard (played by hearing actor Joe Grifasi), that wears a hearing aid, is held captive by Two-Face. The guard and Batman are trapped in the bank's vault as it fills with acid; Batman uses the guard's hearing aid to help him open the vault's lock and free them both.		
Batman Forever	1995	tt0112462	manual	Academy_Awards	1996	Oscar: Best Effects, Sound Effects Editing	FALSE	None	Wikipedia					In this superhero sequel, a bank security guard (played by hearing actor Joe Grifasi), that wears a hearing aid, is held captive by Two-Face. The guard and Batman are trapped in the bank's vault as it fills with acid; Batman uses the guard's hearing aid to help him open the vault's lock and free them both.		
Batman Forever	1995	tt0112462	manual	Academy_Awards	1996	Oscar: Best Sound	FALSE	None	Wikipedia					In this superhero sequel, a bank security guard (played by hearing actor Joe Grifasi), that wears a hearing aid, is held captive by Two-Face. The guard and Batman are trapped in the bank's vault as it fills with acid; Batman uses the guard's hearing aid to help him open the vault's lock and free them both.		
Batman Forever	1995	tt0112462	manual	Golden_Globes	1996	Golden Globe: Best Original Song - Motion Picture	FALSE	"Song: ""Hold Me, Thrill Me, Kiss Me, Kill Me"""	Wikipedia					In this superhero sequel, a bank security guard (played by hearing actor Joe Grifasi), that wears a hearing aid, is held captive by Two-Face. The guard and Batman are trapped in the bank's vault as it fills with acid; Batman uses the guard's hearing aid to help him open the vault's lock and free them both.		
Be With Me	2005	tt0463903	manual	Cannes_Film_Festival	2005	SACD Prize: Directors' Fortnight	FALSE	None	Sign on Screen				deaf-hearing relationship; deafblind character; drama; grief; isolation			Lonely widower connects with a deafblind woman played by deafblind actor Theresa Chan
Between Shadows and Whispers	2012	tt1991009	manual	Berlin_Film_Festival	2013	Berlinale Talent Campus	FALSE	None	DMDb; Sign on Screen	x Documentaries; x Documentaries by Non-Deaf Directors			deafblind documentary; learning speech			Story of deafblind Venezuelan woman who learns to speak at the age of 55, then to teach others speech
Beyond Silence	1996	tt0116692	manual	Academy_Awards	1998	Oscar: Best Foreign Language Film	FALSE	Germany.	Sign on Screen				Coda; deaf-hearing relationship; music			Young Coda girl who often interprets for her family receives a clarinet as a gift and discovers her passion for music, includes deaf actor Emmanuelle Laborit
Beyond Silence	1996	tt0116692	manual	NBR	1998	NBR Award: Top Foreign Films	TRUE	None	Sign on Screen				Coda; deaf-hearing relationship; music			Young Coda girl who often interprets for her family receives a clarinet as a gift and discovers her passion for music, includes deaf actor Emmanuelle Laborit
Beyond Silence  (orig. title: Jenseits der Stille)	1996	tt0116692	manual	Academy_Awards	1998	Oscar: Best Foreign Language Film	FALSE	Germany.	DMDb; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Emmanuelle Laborit; Howie Seago				Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice versa when her parents want to communicate with other people. Getting older and more mature she becomes interested in music and starts to play clarinet very successfully. However her parents are deaf, they cannot share Lara's musical career. The day comes when Lara has to decide between her parents and her own ambitions.	
Beyond Silence  (orig. title: Jenseits der Stille)	1996	tt0116692	manual	NBR	1998	NBR Award: Top Foreign Films	TRUE	None	DMDb; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters	Movies with Deaf Actors | Supporting Roles; Movies	Emmanuelle Laborit; Howie Seago				Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice versa when her parents want to communicate with other people. Getting older and more mature she becomes interested in music and starts to play clarinet very successfully. However her parents are deaf, they cannot share Lara's musical career. The day comes when Lara has to decide between her parents and her own ambitions.	
Big Eyes	2014	tt1126590	manual	BAFTA	2015	BAFTA Film Award: Best Production Design	FALSE	None	Sign on Screen				biopic; deaf artist; deafened by accident/violence; drama			Biopic of painter Margaret Keane (Amy Adams) known for her figures with large eyes, who was partially deafened in childhood
Big Eyes	2014	tt1126590	manual	BAFTA	2015	BAFTA Film Award: Best Leading Actress	FALSE	None	Sign on Screen				biopic; deaf artist; deafened by accident/violence; drama			Biopic of painter Margaret Keane (Amy Adams) known for her figures with large eyes, who was partially deafened in childhood
Big Eyes	2014	tt1126590	manual	Golden_Globes	2015	Golden Globe: Best Performance by an Actor in a Motion Picture - Comedy or Musical	FALSE	None	Sign on Screen				biopic; deaf artist; deafened by accident/violence; drama			Biopic of painter Margaret Keane (Amy Adams) known for her figures with large eyes, who was partially deafened in childhood
Big Eyes	2014	tt1126590	manual	Golden_Globes	2015	Golden Globe: Best Performance by an Actress in a Motion Picture - Comedy or Musical	TRUE	None	Sign on Screen				biopic; deaf artist; deafened by accident/violence; drama			Biopic of painter Margaret Keane (Amy Adams) known for her figures with large eyes, who was partially deafened in childhood
Big Eyes	2014	tt1126590	manual	Golden_Globes	2015	Golden Globe: Best Original Song - Motion Picture	FALSE	"Song: ""Big Eyes"""	Sign on Screen				biopic; deaf artist; deafened by accident/violence; drama			Biopic of painter Margaret Keane (Amy Adams) known for her figures with large eyes, who was partially deafened in childhood
Blessings of the Land	1959	tt0159283	manual	Berlin_Film_Festival	1960	Golden Berlin Bear	FALSE	None	Sign on Screen				deaf child; deaf child hearing parent; family drama; sibling relationship			Young couple run an orchard and have four children, the eldest of whom is deaf
Bodies, Rest & Motion	1993	tt0106447	manual	Cannes_Film_Festival	1993	Un Certain Regard Award	FALSE	None	Sign on Screen				Coda; deaf-hearing relationship; drama; family drama			Road trip drama includes meeting with deaf man and his granddaughter
Bodies, Rest & Motion	1993	tt0106447	manual	Sundance	1993	Grand Jury Prize: Dramatic	FALSE	None	Sign on Screen				Coda; deaf-hearing relationship; drama; family drama			Road trip drama includes meeting with deaf man and his granddaughter
Bohemian Rhapsody	2018	tt1727824	manual	Academy_Awards	2019	Oscar: Best Motion Picture of the Year	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Academy_Awards	2019	Oscar: Best Performance by an Actor in a Leading Role	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Academy_Awards	2019	Oscar: Best Achievement in Film Editing	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Academy_Awards	2019	Oscar: Best Achievement in Sound Mixing	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Academy_Awards	2019	Oscar: Best Achievement in Sound Editing	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Outstanding British Film of the Year	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Leading Actor	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Cinematography	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Editing	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Costume Design	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Make Up/Hair	FALSE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	BAFTA	2019	BAFTA Film Award: Best Sound	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Golden_Globes	2019	Golden Globe: Best Motion Picture - Drama	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Bohemian Rhapsody	2018	tt1727824	manual	Golden_Globes	2019	Golden Globe: Best Performance by an Actor in a Motion Picture - Drama	TRUE	None	Wikipedia					In this biopic of Freddie Mercury, the father of his one-time fiancée Mary Austin is deaf (played by deaf actor Neil Fox-Roberts) and converses in sign language.		
Boy Meets Girl	1984	tt0086994	manual	Cannes_Film_Festival	1984	Award of the Youth: French Film	TRUE	None	Sign on Screen				drama			Drama about homelessness includes scene in which deaf man tries to sign what's wrong with the younger generation
BPM	2017	tt6135348	manual	Cannes_Film_Festival	2017	Palme d'Or	FALSE	None	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	Cannes_Film_Festival	2017	Grand Prize of the Jury: Grand Prize of the Jury	TRUE	None	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	Cannes_Film_Festival	2017	FIPRESCI Prize: Competition	TRUE	A film about love. A film about life. Life stronger than death. A film as a glimpse of hope.	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	Cannes_Film_Festival	2017	François Chalais Award	TRUE	None	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	Cannes_Film_Festival	2017	Queer Palm	TRUE	None	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	LAFCA	2017	LAFCA Award: Best Foreign Film	TRUE	Tied with Loveless (2017).	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
BPM	2017	tt6135348	manual	National_Society_of_Film_Critics	2018	NSFC Award: Best Foreign Language Film	FALSE	None	Sign on Screen				Bachir Saïfi; deaf actor; queer			Wide-ranging drama about the Act Up Paris AIDS organisation in the 1990s includes the deaf side character Bachir, who participates in debate through a French Sign Language (LSF) interpreter
Brimstone	2016	tt1895315	manual	Venice_Film_Festival	2016	Golden Lion: Best Film	FALSE	None	Sign on Screen				nonverbal; western			Western in which the protagonist (Elizabeth, Dakota Fanning) is a nonverbal signing hearing character due to having her tongue cut out
Bury My Heart at Wounded Knee	2007	tt0821638	manual	Golden_Globes	2008	Golden Globe: Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television	FALSE	None	Sign on Screen				drama; Indigenous character/themes; western			Western about Indigenous displacement due to North American colonisation includes passages in Indigenous sign languages
Bury My Heart at Wounded Knee	2007	tt0821638	manual	Golden_Globes	2008	Golden Globe: Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television	FALSE	None	Sign on Screen				drama; Indigenous character/themes; western			Western about Indigenous displacement due to North American colonisation includes passages in Indigenous sign languages
Bury My Heart at Wounded Knee	2007	tt0821638	manual	Golden_Globes	2008	Golden Globe: Best Miniseries or Motion Picture Made for Television	FALSE	None	Sign on Screen				drama; Indigenous character/themes; western			Western about Indigenous displacement due to North American colonisation includes passages in Indigenous sign languages
Caravaggio	1985	tt0090798	manual	Berlin_Film_Festival	1986	Golden Berlin Bear	FALSE	None	Sign on Screen				biopic; deaf servant			This biopic of turbulent Renaissance artist Caravaggio includes a deaf assistant side character Caravaggio has 'purchased' from the man's family
Caravaggio	1985	tt0090798	manual	Berlin_Film_Festival	1986	Silver Berlin Bear	TRUE	For its visual shaping.	Sign on Screen				biopic; deaf servant			This biopic of turbulent Renaissance artist Caravaggio includes a deaf assistant side character Caravaggio has 'purchased' from the man's family
Caravaggio	1985	tt0090798	manual	Berlin_Film_Festival	1986	C.I.D.A.L.C. Award	TRUE	None	Sign on Screen				biopic; deaf servant			This biopic of turbulent Renaissance artist Caravaggio includes a deaf assistant side character Caravaggio has 'purchased' from the man's family
Caravaggio	1985	tt0090798	manual	Berlin_Film_Festival	2014	Teddy: Best Feature Film	FALSE	None	Sign on Screen				biopic; deaf servant			This biopic of turbulent Renaissance artist Caravaggio includes a deaf assistant side character Caravaggio has 'purchased' from the man's family
Carnage	2002	tt0280523	manual	Cannes_Film_Festival	2002	Un Certain Regard Award	FALSE	None	Sign on Screen				Coda; deaf-hearing relationship; disability; family drama			Drama about killed rodeo bull's remains being transported throughout European countries; protagonist's parents are an intellectually disabled mother and deaf father
Carnage	2002	tt0280523	manual	Cannes_Film_Festival	2002	Award of the Youth: French Film	TRUE	None	Sign on Screen				Coda; deaf-hearing relationship; disability; family drama			Drama about killed rodeo bull's remains being transported throughout European countries; protagonist's parents are an intellectually disabled mother and deaf father
Casanova '70	1965	tt0059015	manual	Academy_Awards	1966	Oscar: Best Writing, Story and Screenplay - Written Directly for the Screen	FALSE	None	Sign on Screen; Hollywood Speaks				comedy; hearing character pretending to be deaf			Comedy in which promiscuous soldier has affair with many women, including one married to a count pretending to be deafblind
Causeway	2022	tt10192406	manual	LAFCA	2022	LAFCA Award: Best Supporting Performance	FALSE	Tied with Jessie Buckley for Women Talking (2022) in 2nd place	DMDb; Wikipedia	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard			The drama contains a scene where the main (hearing) character visits her deaf, incarcerated brother (played by deaf actor Russell Harvard) in prison, where they communicate through ASL.		
Causeway	2022	tt10192406	manual	Academy_Awards	2023	Oscar: Best Performance by an Actor in a Supporting Role	FALSE	None	DMDb; Wikipedia	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard			The drama contains a scene where the main (hearing) character visits her deaf, incarcerated brother (played by deaf actor Russell Harvard) in prison, where they communicate through ASL.		
Causeway	2022	tt10192406	manual	National_Society_of_Film_Critics	2023	NSFC Award: Best Supporting Actor	FALSE	None	DMDb; Wikipedia	Movies with Deaf Actors | Supporting Roles; Movies	Russell Harvard			The drama contains a scene where the main (hearing) character visits her deaf, incarcerated brother (played by deaf actor Russell Harvard) in prison, where they communicate through ASL.		
Centaur	2017	tt5612426	manual	Berlin_Film_Festival	2017	C.I.C.A.E. Award: Panorama	TRUE	This is a film which completely fulfils the CICAE award criterions. The beautiful rural landscape has a history behind and dangers in front. The hero who proudly believes in this values acts single-handedly and makes a legend. The community responds to this action and the drama takes form. Those who help him and those who oppose him are all parts of same origin. We think that the film is very important to be seen by a huge audience, because our knowledge of ancient stories and values - who we are and where we come from - is an antidote against conflict.	Sign on Screen				drama			Young man in Kyrgyz village is criticised for stealing a horse; includes passages in a sign language (more details needed)
Children of a Lesser God	1986	tt0090830	manual	LAFCA	1986	LAFCA Award: Best Actress	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	NBR	1986	NBR Award: Top Ten Films	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Academy_Awards	1987	Oscar: Best Actor in a Leading Role	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Academy_Awards	1987	Oscar: Best Actress in a Leading Role	TRUE	Marlee Matlin became the first deaf actress to win an Oscar.	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Academy_Awards	1987	Oscar: Best Actress in a Supporting Role	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Academy_Awards	1987	Oscar: Best Picture	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Academy_Awards	1987	Oscar: Best Writing, Screenplay Based on Material from Another Medium	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	BAFTA	1987	BAFTA Film Award: Best Screenplay - Adapted	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Berlin_Film_Festival	1987	Golden Berlin Bear	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Berlin_Film_Festival	1987	Silver Berlin Bear	TRUE	For a movie which brings an extraordinary theme to public attention in a sensible way.	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Berlin_Film_Festival	1987	"Reader Jury of the ""Berliner Morgenpost"""	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Golden_Globes	1987	Golden Globe: Best Motion Picture - Drama	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Golden_Globes	1987	Golden Globe: Best Performance by an Actor in a Motion Picture - Drama	FALSE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of a Lesser God	1986	tt0090830	manual	Golden_Globes	1987	Golden Globe: Best Performance by an Actress in a Motion Picture - Drama	TRUE	None	DMDb; Sign on Screen; IMDb HoH; IMDb Deaf Movies; IMDb Deaf Characters; Hollywood Speaks	Movies with Deaf Actors | Leading Roles; Movies	Marlee Matlin; Linda Bove; Bob Hiltermann		deaf actor; deaf child; deaf child hearing parent; drama; 'hearing saviour'; hearing teacher; learning speech; oralism (repression of sign); School for the Deaf; school/university setting		A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.	Speech trainer at a School for the Deaf school falls in love with deaf janitor. Deaf actor Marlee Matlin's first film role, led to the first Oscar for a Deaf person
Children of Men	2006	tt0206634	manual	LAFCA	2006	LAFCA Award: Best Cinematography	TRUE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	LAFCA	2006	LAFCA Award: Best Production Design	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	Venice_Film_Festival	2006	Golden Lion	FALSE	None	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
Children of Men	2006	tt0206634	manual	Venice_Film_Festival	2006	Golden Osella: Outstanding Technical Contribution	TRUE	For the cinematography.	Sign on Screen				apocalypse; deafened by accident/violence; drama; tinnitus			Clive Owens' character witnesses a bombing and develops tinnitus, which is referenced as a kind of metaphor for his trauma thoughout this dystopian drama
